Date, Cases, Deaths, Avg Temperatures, Avg Dewpoints, Avg Humidities, Avg Windspeeds, Avg Pressures,
2020-05-28, 30, 070.2, 33.2, 27.1, 11.6, 29.6
2020-05-28, 24, 169.2, 46.5, 46.9, 11.8, 29.7
2020-05-28, 78, 467.6, 46.4, 51.3, 11.3, 29.7
2020-05-28, 22, 069.1, 37.4, 35.5, 6.2, 29.7
2020-05-28, 2, 073.2, 39.2, 32.8, 8.2, 29.7
2020-05-28, 56, 170.5, 42.6, 40.1, 11.6, 29.7
2020-05-28, 4, 074.6, 41.3, 32.3, 4.5, 29.6
2020-05-28, 62, 280.3, 49.1, 37.3, 5.1, 29.5
2020-05-28, 1, 081.8, 48.6, 35.0, 6.5, 29.5
2020-05-28, 1, 077.4, 44.7, 34.6, 7.1, 29.5
2020-05-28, 1514, 5572.0, 35.6, 30.7, 6.8, 29.6
2020-05-28, 3, 067.0, 43.6, 43.8, 8.8, 29.6
2020-05-29, 5, 065.8, 42.1, 45.6, 10.6, 29.7
2020-05-29, 41, 168.3, 44.8, 45.2, 14.6, 29.7
2020-05-29, 94, 469.0, 48.0, 50.2, 12.0, 29.7
2020-05-29, 7, 173.0, 47.0, 42.3, 6.3, 29.5
2020-05-29, 6457, 34372.2, 50.5, 49.0, 8.7, 29.5
2020-05-29, 30, 063.0, 51.8, 68.7, 8.2, 29.6
2020-05-29, 24, 162.0, 44.4, 55.0, 8.9, 29.6
2020-05-29, 78, 463.5, 41.7, 48.9, 7.8, 29.7
2020-05-29, 22, 071.5, 47.4, 45.5, 6.7, 29.6
2020-05-29, 2, 071.8, 40.7, 35.4, 11.7, 29.5
2020-05-29, 57, 170.5, 38.6, 34.2, 5.9, 29.5
2020-05-29, 4, 076.5, 41.3, 30.3, 5.8, 29.6
2020-05-29, 63, 283.0, 47.0, 30.8, 5.0, 29.5
2020-05-29, 2, 088.2, 50.3, 28.9, 4.8, 29.5
2020-05-29, 1, 091.0, 53.2, 29.7, 7.4, 29.5
2020-05-29, 1531, 5989.4, 52.9, 32.1, 7.5, 29.4
2020-05-29, 3, 082.5, 51.0, 35.6, 6.2, 29.4
