Date, Cases, Deaths, Avg Temperatures, Avg Dewpoints, Avg Humidities, Avg Windspeeds, Avg Pressures,
2020-05-01, 1526, 28, 58.6, 45.6, 65.0, 15.9, 30.1
2020-05-02, 1552, 29, 59.9, 52.3, 77.1, 10.0, 30.1
2020-05-03, 1632, 29, 56.5, 44.3, 64.9, 15.2, 30.1
2020-05-04, 1692, 30, 58.0, 42.4, 58.7, 13.4, 30.1
2020-05-05, 1760, 31, 58.1, 49.9, 74.4, 17.6, 30.1
2020-05-06, 1779, 31, 60.7, 44.2, 56.3, 14.6, 30.1
2020-05-07, 1806, 32, 62.7, 45.9, 58.3, 10.3, 29.9
2020-05-08, 1856, 33, 60.3, 49.5, 69.5, 11.7, 29.9
2020-05-09, 1894, 33, 56.2, 49.3, 78.5, 13.3, 29.9
2020-05-10, 1946, 34, 58.8, 47.5, 68.2, 8.3, 29.9
2020-05-11, 1957, 35, 59.6, 47.4, 67.0, 14.8, 29.9
2020-05-12, 1980, 35, 58.8, 49.9, 73.3, 10.1, 30.0
2020-05-13, 1997, 35, 59.5, 49.7, 70.6, 9.0, 30.0
2020-05-14, 2007, 35, 61.2, 51.8, 71.7, 8.6, 30.1
2020-05-15, 2032, 36, 59.4, 49.9, 72.3, 15.8, 30.1
2020-05-16, 2065, 36, 63.0, 50.9, 66.1, 11.8, 29.9
2020-05-17, 2097, 36, 62.8, 55.8, 79.6, 10.7, 29.8
2020-05-18, 2135, 36, 58.9, 49.3, 71.9, 9.8, 29.9
2020-05-19, 2186, 36, 59.5, 48.9, 68.6, 16.1, 30.0
2020-05-20, 2189, 37, 58.8, 48.8, 70.0, 15.2, 30.1
2020-05-21, 2202, 37, 59.5, 49.4, 70.3, 13.4, 30.0
2020-05-22, 2323, 40, 58.2, 45.3, 63.7, 19.3, 29.9
2020-05-23, 2353, 40, 59.7, 47.0, 65.3, 11.3, 29.9
2020-05-24, 2370, 40, 62.0, 49.0, 65.0, 10.3, 29.9
2020-05-25, 2389, 40, 67.3, 51.7, 60.3, 9.8, 29.9
2020-05-26, 2402, 40, 71.4, 53.4, 56.7, 10.0, 29.9
2020-05-27, 2411, 40, 65.1, 52.6, 65.6, 14.1, 29.9
2020-05-28, 2440, 40, 58.8, 52.1, 79.6, 15.3, 29.9
2020-05-29, 2476, 41, 61.2, 52.6, 74.5, 10.6, 29.9
