Date, Cases, Deaths, Avg Temperatures, Avg Dewpoints, Avg Humidities, Avg Windspeeds, Avg Pressures,
2020-05-15, 21, 260.4, 44.0, 56.3, 6.4, 29.9
2020-05-16, 299, 1460.5, 53.4, 78.6, 5.3, 29.9
2020-05-16, 23, 258.8, 50.0, 74.1, 6.4, 29.9
2020-05-17, 317, 1458.1, 43.7, 59.8, 6.3, 29.9
2020-05-17, 24, 259.2, 48.8, 68.8, 7.1, 29.9
2020-05-18, 329, 1460.5, 47.4, 62.8, 5.2, 29.9
2020-05-18, 25, 261.0, 47.4, 62.6, 4.0, 29.7
2020-05-19, 336, 1458.6, 50.2, 74.6, 4.4, 29.7
2020-05-19, 25, 256.3, 50.2, 80.6, 3.9, 29.7
2020-05-20, 343, 1458.3, 49.1, 72.0, 6.4, 29.7
2020-05-20, 28, 262.8, 47.9, 61.1, 6.9, 29.7
2020-05-21, 352, 1462.4, 51.2, 67.7, 8.0, 29.8
2020-05-21, 28, 261.4, 50.8, 69.6, 6.5, 29.8
2020-05-22, 369, 1462.8, 52.9, 70.7, 6.1, 29.9
2020-05-22, 30, 261.7, 52.1, 71.8, 7.0, 29.9
2020-05-23, 388, 1463.1, 50.6, 64.6, 6.8, 29.7
2020-05-23, 31, 266.5, 54.5, 65.7, 7.6, 29.6
2020-05-24, 403, 1462.5, 51.3, 67.4, 8.6, 29.7
2020-05-24, 31, 259.9, 50.6, 72.7, 7.5, 29.8
2020-05-25, 417, 1459.9, 49.9, 70.0, 8.2, 29.9
2020-05-25, 32, 259.3, 51.2, 75.0, 8.0, 29.8
2020-05-26, 420, 1458.8, 47.9, 67.8, 10.3, 29.8
2020-05-26, 32, 258.6, 49.1, 71.8, 6.3, 29.7
2020-05-27, 430, 1461.3, 50.7, 69.7, 4.2, 29.7
2020-05-27, 32, 266.3, 53.9, 66.1, 3.2, 29.7
2020-05-28, 439, 1466.2, 54.8, 67.5, 3.5, 29.6
2020-05-28, 33, 256.0, 46.8, 58.3, 4.7, 29.7
2020-05-29, 450, 140.0, 0.0, 0.0, 4.9, 29.7
2020-05-29, 33, 266.8, 56.0, 69.0, 6.1, 29.7
